32-CsMoBr6-216-2117041,Cs1Mo1Br6,8,6.958681,6.958681,6.958681,6.240833,4.658625,4.658625,3.530139,3.530139,3.530139,3.28182,3.28182,3.28182,1.731923,1.731923,1.731923,1.135168,1.135168,1.135168,0.581153,0.581153,0.581153,-0.031226,-0.031226,-0.031226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-Nb6SiBH-216-8876908,Nb6Si1B1H1,9,36.058332,36.058332,36.058332,9.528841,9.528841,9.528841,9.29801,7.698782,7.698782,7.698782,6.794215,6.794215,6.794215,6.607511,6.607511,6.607511,5.170099,5.170099,5.141859,5.141859,5.141859,-0.009532,-0.009532,-0.009532,-2.6598,-2.6598,-2.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-MgSi6C-216-9083485,Mg1Si6C1,8,8.623699,8.623699,8.623699,6.188156,6.188156,6.188156,5.928705,3.491642,3.491642,3.491642,-0.004139,-0.004139,-0.004139,-2.120308,-2.120308,-2.120308,-8.423259,-8.423259,-8.423259,-10.243447,-10.243447,-12.751984,-12.751984,-12.751984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-FeRe6Rh-216-7323004,Fe1Re6Rh1,8,8.369439,8.369439,8.369439,8.209596,5.071031,5.071031,3.24735,3.24735,3.24735,2.408643,2.408643,2.408643,2.299615,2.299615,2.299615,-0.024177,-0.024177,-0.024177,-0.122606,-0.122606,-0.122606,-4.377102,-4.377102,-4.377102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-ZnCrSi6-216-2042452,Zn1Cr1Si6,8,14.587176,12.905434,12.905434,12.905434,10.340878,10.340878,10.126659,10.126659,10.126659,8.455656,8.455656,8.455656,4.725177,4.725177,4.725177,3.629657,3.629657,3.629657,0.895104,0.895104,0.895104,-0.058712,-0.058712,-0.058712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-ScTeCl6-216-1854484,Sc1Te1Cl6,8,9.525278,9.402239,9.402239,9.402239,7.28819,7.28819,4.701453,4.701453,4.701453,3.865224,3.865224,3.865224,2.656812,2.656812,2.656812,-0.010635,-0.010635,-0.010635,-2.396507,-2.396507,-2.396507,-2.970693,-2.970693,-2.970693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-HfSi6SbW-216-9942883,Hf1Si6Sb1W1,9,13.760285,13.760285,13.760285,12.786224,12.780509,12.780509,4.71578,4.71578,4.71578,0.021492,0.021492,0.021492,-1.214075,-1.214075,-1.214075,-1.846083,-1.846083,-1.846083,-2.618738,-2.618738,-2.618738,-6.54566,-6.54566,-6.54566,-7.069361,-7.069361,-7.069361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56-Y6HfMgSi6-216-3009377,Y6Hf1Mg1Si6,14,8.277577,8.277577,8.277577,7.413714,7.413714,7.413714,6.092565,6.092565,6.092565,6.062754,5.499135,5.499135,5.499135,4.349923,4.232469,4.232469,4.232469,3.861508,3.861508,3.861508,3.848676,3.848676,3.848676,2.582469,2.582469,1.240591,1.240591,1.240591,-0.007684,-0.007684,-0.007684,-0.898747,-0.898747,-1.728465,-1.728465,-1.728465,-2.068152,-2.068152,-2.068152,-4.124632,-4.124632,-4.124632
32-Si6RuF-216-3322157,Si6Ru1F1,8,17.205845,12.888475,12.888475,12.888475,9.262927,9.262927,8.413406,8.413406,8.413406,8.11863,8.11863,8.11863,4.5573,4.5573,4.5573,2.003467,2.003467,2.003467,1.845574,1.845574,1.845574,-0.034788,-0.034788,-0.034788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56-MnNb6Al6Sb-216-8883585,Mn1Nb6Al6Sb1,14,15.392948,15.392948,15.392948,13.773054,13.773054,13.773054,13.726634,12.142798,12.142798,12.142798,9.20591,9.20591,9.20591,8.729221,8.729221,8.729221,6.280639,6.280639,4.917864,4.917864,4.917864,4.117509,4.117509,4.117509,1.650221,1.650221,1.650221,1.263232,-0.026312,-0.026312,-0.026312,-3.225667,-3.225667,-3.792184,-3.792184,-3.792184,-4.14107,-4.14107,-4.14107,-4.182694,-4.182694,-4.182694
32-In6BiN-216-1396525,In6Bi1N1,8,3.957201,3.328661,3.328661,3.328661,2.242009,2.242009,2.242009,1.543627,1.543627,1.341016,1.341016,1.341016,0.002552,0.002552,0.002552,-1.404291,-1.404291,-1.404291,-1.668552,-1.668552,-1.668552,-10.872114,-10.872114,-10.872114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-ScSnO6-216-7357422,Sc1Sn1O6,8,18.509822,17.636237,17.636237,17.636237,14.086988,14.086988,8.178578,8.178578,8.178578,7.397158,7.397158,7.397158,5.936681,5.936681,5.936681,-0.013825,-0.013825,-0.013825,-7.415094,-7.415094,-7.415094,-8.734362,-8.734362,-8.734362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56-Zr6TcAgAs6-216-4954634,Zr6Tc1Ag1As6,14,9.285006,9.285006,9.285006,9.097035,9.097035,9.097035,7.299074,7.299074,7.299074,6.890096,6.890096,6.890096,6.470674,6.470674,6.470674,5.114986,5.114986,5.114986,4.817751,4.483225,4.483225,4.483225,4.110776,4.110776,4.110776,4.084296,3.532277,3.532277,2.146726,2.146726,1.024106,1.024106,1.024106,0.957615,0.957615,0.957615,-0.013439,-0.013439,-0.013439,-2.621485,-2.621485,-2.621485
32-ReBCl6-216-1887061,Re1B1Cl6,8,11.849636,9.201525,9.201525,9.201525,6.941503,6.941503,6.941503,6.134379,6.134379,6.134379,4.456441,4.456441,1.942988,1.942988,1.942988,-0.017984,-0.017984,-0.017984,-4.9061,-4.9061,-4.9061,-14.195791,-14.195791,-14.195791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-SrNbSbH6-216-5897818,Sr1Nb1Sb1H6,9,22.105335,19.452587,19.452587,17.710649,17.710649,17.710649,16.449845,16.449845,16.449845,8.387485,8.387485,8.387485,2.996495,2.996495,2.996495,1.940298,1.940298,1.940298,-0.038037,-0.038037,-0.038037,-23.645504,-23.645504,-23.645504,-35.368799,-35.368799,-35.368799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-HfCo6C-216-4525709,Hf1Co6C1,8,19.024043,19.024043,19.024043,10.164284,8.659431,8.659431,8.659431,7.399464,7.399464,7.399464,6.966944,6.966944,6.966944,6.615601,6.615601,4.006974,4.006974,4.006974,3.159925,3.159925,3.159925,-0.008395,-0.008395,-0.008395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-MgH6RuPt-216-5184096,Mg1H6Ru1Pt1,9,56.006199,52.179764,52.179764,45.777113,45.777113,45.777113,20.986073,20.986073,20.986073,5.191249,5.191249,5.191249,2.303274,2.303274,2.303274,-0.01776,-0.01776,-0.01776,-9.020049,-9.020049,-9.020049,-13.505394,-13.505394,-13.505394,-21.580376,-21.580376,-21.580376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-Na6GeIrPt-216-3258125,Na6Ge1Ir1Pt1,9,12.28157,12.234522,12.234522,12.234522,11.587889,11.587889,3.391073,3.391073,3.391073,2.770607,2.770607,2.770607,1.157957,1.157957,1.157957,-0.079257,-0.079257,-0.079257,-1.962809,-1.962809,-1.962809,-2.509186,-2.509186,-2.509186,-3.35596,-3.35596,-3.35596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-VSiO6-216-2834544,V1Si1O6,8,21.579177,15.849891,15.849891,13.259267,13.259267,13.259267,10.222376,10.222376,10.222376,5.374418,5.374418,5.374418,0.030647,0.030647,0.030647,-6.786878,-6.786878,-6.786878,-9.3666,-9.3666,-9.3666,-13.426958,-13.426958,-13.426958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56-K6V6GaRu-216-8210176,K6V6Ga1Ru1,14,10.089644,8.468609,8.468609,8.468609,6.457274,6.457274,6.457274,6.143406,6.143406,6.143406,5.968151,5.883665,5.883665,5.883665,3.584353,3.584353,3.334995,3.334995,3.334995,2.303481,2.303481,2.303481,0.794818,0.794818,0.794818,-0.052315,-0.052315,-0.052315,-1.876671,-1.876671,-1.876671,-2.738933,-2.738933,-2.738933,-4.907932,-4.907932,-4.907932,-6.135781,-6.135781,-6.199119,-6.199119,-6.199119
32-TeWO6-216-8851911,Te1W1O6,8,23.075922,14.933458,14.933458,13.737583,13.737583,13.737583,5.498612,5.498612,5.498612,0.023314,0.023314,0.023314,-4.468422,-4.468422,-4.468422,-8.482619,-8.482619,-8.482619,-14.55249,-14.55249,-14.55249,-24.033681,-24.033681,-24.033681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-MnAlI6-216-4511062,Mn1Al1I6,8,8.048789,8.048789,8.048789,4.415126,2.875105,2.875105,2.748174,2.748174,2.748174,2.424304,2.424304,2.424304,1.278895,1.278895,1.278895,-0.001107,-0.001107,-0.001107,-2.589668,-2.589668,-2.589668,-3.474463,-3.474463,-3.474463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-YGeI6-216-597149,Y1Ge1I6,8,5.251292,5.251292,5.251292,3.678786,3.395064,3.395064,2.634602,2.634602,2.634602,1.876254,1.876254,1.876254,-0.004439,-0.004439,-0.004439,-0.860915,-0.860915,-0.860915,-3.028622,-3.028622,-3.028622,-4.018804,-4.018804,-4.018804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-MgTi6TcRh-216-2712329,Mg1Ti6Tc1Rh1,9,12.559766,11.544718,11.544718,11.544718,8.589622,8.589622,6.677812,6.677812,6.677812,5.099361,5.099361,5.099361,4.188166,4.188166,4.188166,2.67119,2.67119,2.67119,-0.014189,-0.014189,-0.014189,-3.296421,-3.296421,-3.296421,-3.851967,-3.851967,-3.851967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-ZrAlCdH6-216-6965444,Zr1Al1Cd1H6,9,45.801455,42.338992,42.338992,42.338992,39.317049,39.317049,22.885511,22.885511,22.885511,20.107108,20.107108,20.107108,9.967507,9.967507,9.967507,3.08818,3.08818,3.08818,-0.008366,-0.008366,-0.008366,-12.703118,-12.703118,-12.703118,-18.451257,-18.451257,-18.451257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-RbTi6NiGe-216-5205317,Rb1Ti6Ni1Ge1,9,7.76533,7.740685,7.740685,7.740685,5.793094,5.793094,5.793094,4.982015,4.982015,4.982015,4.66605,4.66605,3.599127,3.599127,3.599127,2.804814,2.804814,2.804814,0.908469,0.908469,0.908469,-0.032127,-0.032127,-0.032127,-2.521462,-2.521462,-2.521462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-TaNb6InH-216-2995240,Ta1Nb6In1H1,9,8.610887,6.719986,6.719986,6.719986,4.930097,4.930097,4.930097,4.474559,4.474559,4.470779,4.470779,4.470779,3.947942,3.947942,3.947942,2.534137,2.534137,2.534137,0.008712,0.008712,0.008712,-2.525354,-2.525354,-2.525354,-22.744804,-22.744804,-22.744804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-CsOsI6-216-8395146,Cs1Os1I6,8,4.532074,4.43907,4.43907,4.43907,2.893657,2.893657,2.369413,2.369413,2.369413,2.036446,2.036446,2.036446,1.691031,1.691031,1.691031,1.134006,1.134006,1.134006,0.695101,0.695101,0.695101,-0.006836,-0.006836,-0.006836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-ScFeTc6-216-6127787,Sc1Fe1Tc6,8,9.437148,8.166165,8.166165,8.166165,6.674072,6.674072,6.674072,5.033929,5.033929,2.847089,2.847089,2.847089,2.502427,2.502427,2.502427,-0.018262,-0.018262,-0.018262,-2.644994,-2.644994,-2.644994,-6.993901,-6.993901,-6.993901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-ZrCrF6-216-5193332,Zr1Cr1F6,8,19.028634,16.717529,16.717529,16.717529,15.492039,15.492039,7.916419,7.916419,7.916419,5.534096,5.534096,5.534096,3.345793,3.345793,3.345793,0.002869,0.002869,0.002869,-5.270063,-5.270063,-5.270063,-7.178795,-7.178795,-7.178795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-Na6HIrPb-216-17197,Na6H1Ir1Pb1,9,11.345481,11.345481,11.345481,11.20563,10.78075,10.78075,3.228021,3.228021,3.228021,2.140812,2.140812,2.140812,0.00736,0.00736,0.00736,-2.33521,-2.33521,-2.33521,-2.550623,-2.550623,-2.550623,-3.826067,-3.826067,-3.826067,-11.485364,-11.485364,-11.485364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-AlWCl6-216-8735850,Al1W1Cl6,8,13.096231,13.096231,13.096231,11.42132,7.824594,7.824594,6.641804,6.641804,6.641804,6.042067,6.042067,6.042067,2.866375,2.866375,2.866375,-0.005296,-0.005296,-0.005296,-4.768113,-4.768113,-4.768113,-7.111426,-7.111426,-7.111426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-Na6PI-216-4938694,Na6P1I1,8,8.187369,8.187369,8.187369,6.631627,5.243876,5.243876,3.427988,3.427988,3.427988,3.037343,3.037343,3.037343,2.041184,2.041184,2.041184,0.605484,0.605484,0.605484,-0.02967,-0.02967,-0.02967,-1.577417,-1.577417,-1.577417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-TaVBH6-216-5983990,Ta1V1B1H6,9,31.634606,21.091874,21.091874,21.091874,20.611193,20.611193,20.611193,8.002998,8.002998,8.002998,0.011775,0.011775,0.011775,-4.037975,-4.037975,-4.037975,-4.705561,-4.705561,-11.241446,-11.241446,-11.241446,-16.315461,-16.315461,-16.315461,-19.613839,-19.613839,-19.613839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-HfCdP6-216-711359,Hf1Cd1P6,8,12.221737,7.340712,7.340712,7.340712,4.060254,4.060254,4.060254,1.90415,1.90415,1.90415,-0.010763,-0.010763,-0.010763,-2.85476,-2.85476,-2.85476,-4.468114,-4.468114,-5.561394,-5.561394,-5.561394,-7.02484,-7.02484,-7.02484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56-Ba6NbReAs6-216-3513654,Ba6Nb1Re1As6,14,6.056194,6.056194,6.056194,5.83102,5.83102,5.83102,5.263179,5.263179,5.263179,5.134991,4.969115,4.969115,4.969115,4.509294,4.509294,4.509294,3.98565,3.98565,3.98565,3.653244,3.653244,3.533426,3.533426,3.533426,2.915344,2.552633,2.552633,2.552633,1.927688,1.927688,1.672347,1.672347,1.672347,-0.021372,-0.021372,-0.021372,-0.434521,-0.434521,-0.434521,-1.01185,-1.01185,-1.01185
32-BPCl6-216-4095374,B1P1Cl6,8,12.478522,12.478522,12.478522,10.445431,8.071673,8.071673,8.071673,7.20931,7.20931,6.692559,6.692559,6.692559,3.792823,3.792823,3.792823,-0.018481,-0.018481,-0.018481,-3.236966,-3.236966,-3.236966,-7.539699,-7.539699,-7.539699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-BeNb6TeW-216-1240885,Be1Nb6Te1W1,9,9.988003,9.988003,9.988003,9.105843,6.654987,6.654987,4.975385,4.975385,4.975385,3.628038,3.628038,3.628038,3.016758,3.016758,3.016758,1.973371,1.973371,1.973371,1.471686,1.471686,1.471686,-0.01392,-0.01392,-0.01392,-3.698265,-3.698265,-3.698265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-Li6TaMnPt-216-277669,Li6Ta1Mn1Pt1,9,23.367734,20.20557,20.20557,20.20557,16.153616,16.153616,14.31505,14.31505,14.31505,12.042872,12.042872,12.042872,9.64332,9.64332,9.64332,4.306848,4.306848,4.306848,0.830097,0.830097,0.830097,-0.025524,-0.025524,-0.025524,-4.366069,-4.366069,-4.366069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-Na6SrCdNi-216-4189585,Na6Sr1Cd1Ni1,9,9.215178,9.215178,9.215178,8.748661,7.999215,7.999215,4.46288,4.46288,4.46288,3.68154,3.68154,3.68154,3.267444,3.267444,3.267444,0.045234,0.045234,0.045234,-0.491581,-0.491581,-0.491581,-1.910234,-1.910234,-1.910234,-2.725735,-2.725735,-2.725735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-AlZnH6Au-216-9664086,Al1Zn1H6Au1,9,30.3637,16.76381,16.76381,16.76381,3.014033,3.014033,3.014033,1.664741,1.664741,1.664741,-0.043317,-0.043317,-0.043317,-9.865943,-9.865943,-9.865943,-26.798924,-26.798924,-26.798924,-29.256685,-29.256685,-29.256685,-30.677443,-30.677443,-44.964902,-44.964902,-44.964902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-LiScTi6Pd-216-6266607,Li1Sc1Ti6Pd1,9,12.58951,12.58951,12.58951,8.314043,7.205433,7.205433,7.205433,5.731658,5.731658,5.731658,3.694223,3.694223,3.694223,3.549685,3.549685,1.843781,1.843781,1.843781,-0.058766,-0.058766,-0.058766,-2.798946,-2.798946,-2.798946,-3.77508,-3.77508,-3.77508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32-ZrOsN6-216-1238587,Zr1Os1N6,8,18.375609,9.092766,9.092766,9.092766,5.080493,5.080493,5.080493,-0.019865,-0.019865,-0.019865,-4.264515,-4.264515,-4.264515,-11.046357,-11.046357,-11.046357,-19.499363,-19.499363,-19.499363,-21.232048,-21.232048,-24.522025,-24.522025,-24.522025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-NaLiV6Cr-216-6201158,Na1Li1V6Cr1,9,10.627409,10.627409,10.627409,10.568644,10.568644,10.568644,9.881424,0.044948,0.044948,0.044948,-1.709735,-1.709735,-1.709735,-1.841573,-1.841573,-1.841573,-3.587174,-3.587174,-3.804263,-3.804263,-3.804263,-7.411714,-7.411714,-7.411714,-7.803698,-7.803698,-7.803698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-CsYTaSi6-216-1955201,Cs1Y1Ta1Si6,9,13.52699,11.590986,11.590986,11.590986,9.250939,9.250939,8.139048,8.139048,8.139048,6.436254,6.436254,6.436254,5.236045,5.236045,5.236045,3.413385,3.413385,3.413385,-0.009841,-0.009841,-0.009841,-1.939276,-1.939276,-1.939276,-3.475987,-3.475987,-3.475987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-LiZrNb6Ir-216-1563964,Li1Zr1Nb6Ir1,9,8.73084,8.73084,8.73084,8.594142,7.450605,7.450605,7.450605,5.137754,5.137754,4.189446,4.189446,4.189446,3.418756,3.418756,3.418756,3.120095,3.120095,3.120095,1.234115,1.234115,1.234115,0.509716,0.509716,0.509716,-0.039422,-0.039422,-0.039422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36-BaCrCdH6-216-7553052,Ba1Cr1Cd1H6,9,47.108288,46.095944,46.095944,42.55351,42.55351,42.55351,22.838067,22.838067,22.838067,21.062879,21.062879,21.062879,5.511596,5.511596,5.511596,1.619396,1.619396,1.619396,-0.024042,-0.024042,-0.024042,-5.265283,-5.265283,-5.265283,-8.937924,-8.937924,-8.937924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56-K6Tl6VB-216-6919646,K6Tl6V1B1,14,8.354509,8.354509,8.354509,8.035456,8.035456,8.035456,6.243548,6.243548,6.243548,5.335098,5.335098,5.335098,4.7661,4.7661,4.7661,3.244272,3.080775,3.080775,3.080775,2.5429,2.53877,2.53877,2.53877,1.864603,1.864603,1.864603,0.602546,0.602546,0.011329,0.011329,0.011329,-0.144568,-0.144568,-0.914186,-0.914186,-0.914186,-1.267363,-1.267363,-1.267363,-3.446661,-3.446661,-3.446661
36-CuSiGeH6-216-1861267,Cu1Si1Ge1H6,9,38.787096,35.260415,35.260415,31.362767,31.362767,31.362767,15.480306,15.480306,15.480306,6.935275,6.935275,6.935275,4.039425,4.039425,4.039425,0.046512,0.046512,0.046512,-3.726077,-3.726077,-3.726077,-21.551493,-21.551493,-21.551493,-21.699205,-21.699205,-21.699205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
